id,created_at,text
1014278536113221632,2018-07-03 22:43:42,@CorinnaKopf @zane @emmachambie  https://t.co/UTUjiN7Uat
1014276415812874240,2018-07-03 22:35:16,If we were a volleyball team all we would be serving is spiked tea https://t.co/5qBte2ahDM
1013156748792717312,2018-06-30 20:26:07,Jason and Trisha broke up so we wrote them a song https://t.co/bjLtuL0fnP
1004224280643551232,2018-06-06 04:51:40,The love Liza and I have felt not only the last 24 hours but the last couple years is so incredibly comforting and motivating. We are very lucky to receive so many peoples support. Thank you guys for everything ❤️
1003862797619326976,2018-06-05 04:55:16,"we broke up 

https://t.co/nO7yAnkjMa"
996563628407992320,2018-05-16 01:30:58,My GPS keeps telling me to turn left on Yanny Canyon https://t.co/ttaR1wVpYI
942132652005498880,2017-12-16 20:41:42,I went to visit the Drake and Josh house and look who I ran into https://t.co/AdCdvWC7vV
942128024475942913,2017-12-16 20:23:19,"I surprised Josh Peck with his house from Drake and Josh 
@ItsJoshPeck https://t.co/fBNdSHjjXf"
925542245868044289,2017-11-01 01:57:21,My sister told me she dressed up as a zombie for Halloween and then sent me this pic lol https://t.co/S64Aj0PJOR
915314913228103680,2017-10-03 20:37:35,Up until two years ago I thought her name was Ellen The Generous
914895070079225857,2017-10-02 16:49:17,Sickening to see how much hate there is in the world. My thoughts and prayers are with all the families affected by the tragedy in Las Vegas
907687922136055808,2017-09-12 19:30:39,My main concern with the new face ID on the iPhone X is how in the world is John Cena going to unlock his phone
905486162743005185,2017-09-06 17:41:38,"I'm sorry to say I cannot attend Vidcon Australia, as of yesterday Trump has taken away all my travel privileges

#DefendDACA"
905120411607646208,2017-09-05 17:28:17,"I paid $400,000 in taxes last year and all I got was a free trip back to Slovakia

#DefendDACA"
904476911434309632,2017-09-03 22:51:14,Before North Korea nukes us can someone let me know whether it's 'The Fairy OddParents' or 'The Fairly OddParents'
903373533346054144,2017-08-31 21:46:48,"Drake and Josh are back... kinda
@DrakeBell @ItsJoshPeck https://t.co/xIYvzAPVoq"
899475280279908352,2017-08-21 03:36:32,Pokemon go is gonna be huge. Remember this tweet
896929010642427904,2017-08-14 02:58:34,I got a teen choice award winner coming over tonight. I'll update y'all in the morning. Fingers crossed. Congrats baby @lizakoshy
894297278910832640,2017-08-06 20:41:01,"There are times I forget how old Jason is, but then there are times where I pick up his FaceTime and he goes ""Hey it's Jason Nash calling"""
891770990728019970,2017-07-30 21:22:27,Liza starts screaming every time she has to fart on the toilet so I don't hear it and it always scares the crap out of me
887363750377922560,2017-07-18 17:29:39,always stay strapped https://t.co/vYdDAHFzRw
881696358393978880,2017-07-03 02:09:27,Liza hit 10 mill subscribers today and all I can think about is how much of an amazing person must I be to have such a successful girlfriend
878778089462837249,2017-06-25 00:53:18,"My siblings are also trying the ""latch on to a Drake and Josh star"" approach to their careers https://t.co/OKWbMOG39e"
877240029461962752,2017-06-20 19:01:36,"The other day I went to Josh Peck's wedding. Still can't tell if it was the best day of his life, or the best day of mine lol https://t.co/0TxMPLRf5v"
876965046726688768,2017-06-20 00:48:55,@chancetherapper my fav part of the video was that I was cut out of it completely. Was it because I was nude? #SeeEverySide #TwitterPartner
874715664602222592,2017-06-13 19:50:40,I had merch before merch was merch https://t.co/CNDmLfy6KK
871144001746853888,2017-06-03 23:18:09,Whenever I drive too fast Jason shows me a picture of his kids lol
868279166688428033,2017-05-27 01:34:19,My sister took a picture of me on my couch and made copies for me to sign so she could sell them to her friends lol wtf https://t.co/vnXTh2KnFG
867887636714840064,2017-05-25 23:38:31,Jason and I are flying United. Crossing my fingers they drag him off the flight
867165980513849344,2017-05-23 23:50:55,Happy birthday to one of my favorite seniors. Thank you for letting me broadcast your mid life crisis to the world https://t.co/r3Atj6SGA1
866491977637830656,2017-05-22 03:12:40,I've have 666.6k followers on Twitter. Guess it means it's time to kill Jason
865729594271256577,2017-05-20 00:43:14,"When Liza tells me to turn on some music to get her in the mood, I turn on my podcast"
860183663388106753,2017-05-04 17:25:41,Finally met Liza's dad https://t.co/rAZEbFXDXD
856624325507416064,2017-04-24 21:42:09,YouTube gods give me a hand here and trend my video
856334904463835136,2017-04-24 02:32:05,"Thank you to everyone who made me vlogger of the year! Also, thanks to my friends who risk their lives everyday for my content @shortyawards https://t.co/efjq8kis0p"
856266884198440960,2017-04-23 22:01:48,I caught the entire hand slicing on camera! Like and subscribe
855906190579990528,2017-04-22 22:08:32,Why don't they sell tooth brushes that brush your top row of teeth and your bottom row of teeth at the same time
854455821656141824,2017-04-18 22:05:17,If I left everything in the vlogs that I recorded we'd all be in prison
853786976566231040,2017-04-17 01:47:32,Greetings from Molly! I just took some Coachella
850574473421967360,2017-04-08 05:02:12,Yo my merch is so expensive thank god I get that stuff for free
849416786000969728,2017-04-05 00:21:57,Alex won't follow me back on our bunnys Instagram account because he says she doesn't trust me?
849079679650848769,2017-04-04 02:02:25,"Me: ""okay I'm just warning you my rooms messy""

Innocent house guest: ""lol you should see my place""

*walks into my room and dies*"
848014840551452672,2017-04-01 03:31:07,Happy birthday to my favorite tiny woman. How could someone so small be filled with so many years of life. I love you cutie @lizakoshy
845736914430787584,2017-03-25 20:39:28,Who does my mom think she is? https://t.co/8RXMlTpbbd
845086784463679489,2017-03-24 01:36:05,90% of kids who do Karate have parents who think that they actually want to do it
844712233561133056,2017-03-23 00:47:45,HAHAHAHAHAHAHAHAHAHAHAH https://t.co/9ysUHTcVC3
844316991540277248,2017-03-21 22:37:12,This was me trying to earn enough money for my first vlogging camera https://t.co/iJO2vv5x4e
843599672748855296,2017-03-19 23:06:49,Late night texts with Liza &lt;3 https://t.co/IN5WzSdjPk
840821844743610370,2017-03-12 07:08:44,I got rear ended and the lady goes look on the bright side you can get a brand new bumper? What is wrong with people in LA lol
839295103571091456,2017-03-08 02:02:00,"Neighbor just came over to talk to us about the Hot oil explosion I did the other day and goes

""Pretty solid explosion, I liked the energy"""
839261011060256769,2017-03-07 23:46:32,Zoom in on the old guys nose https://t.co/iB1mhy1Isz
837089872628219904,2017-03-01 23:59:12,I wish I never wrote getting evicted into the script https://t.co/8zEinFkuX3
836084654390165505,2017-02-27 05:24:49,"Oscars' social media manager: WE ARENT GETTING ENOUGH BUZZ ON TWITTER

Oscars' stage manager: Here take this envelope instead"
836083400268120064,2017-02-27 05:19:50,The Oscars producers must of been Emma STONED. Am I right?
835968139686883329,2017-02-26 21:41:50,My Uber driver just pulled over to pet a dog he thought was cute and then got back in the car and apologized lol
834952862601924610,2017-02-24 02:27:29,Someone just hit my car and my initial thought was me hoping it was bad enough for clickbait
834602351537164289,2017-02-23 03:14:41,As a thank you for 3 million subscribers Ill be working closely with scientists to surprise my friends with a real life Tyrannosaurus Rex
833479276078829568,2017-02-20 00:51:59,So many people know where we live that at this point I'm just waiting for the day someone flies a drone straight into our living room lol
832768171064975360,2017-02-18 01:46:18,Do you guys remember Elmo? This is him now https://t.co/IHOhgQCRVR
830204927813132289,2017-02-11 00:00:53,Sometime when Liza eats a lot I put my ear on her belly and I can feel it kicking
828858873033355264,2017-02-07 06:52:09,I deleted today's vlog how bout dat
828064497206075392,2017-02-05 02:15:35,Liza makes wearing the pants in the relationship sexy af https://t.co/dGtCdZGhdx
826631953294123008,2017-02-01 03:23:10,"""Imma go to the bathroom, hopefully I'll drown"" -Todd"
826219055845568512,2017-01-31 00:02:27,Do you guys remember The Gabbie Show? This is her now https://t.co/vR3kCH8T1b
824419965801418752,2017-01-26 00:53:31,My room is so filthy at this point that if a rat ran out of it the only reason id be surprised is that it made it out alive
821454768111370241,2017-01-17 20:30:53,Last night Dom was super high and asked me if I've ever considered having two girlfriends hahaha
820380603027636224,2017-01-14 21:22:32,"Todd goes:

""I can't tell if I'm hungover or just heartbroken"" 

lol"
819618422942220288,2017-01-12 18:53:54,I've come to the realization that everyone that works at a post office hates working at a post office
819384339846742016,2017-01-12 03:23:44,The only time I text Dom is to tell him what I want in my sandwich hahah https://t.co/JzUXpqeGkL
818614131481661440,2017-01-10 00:23:12,One of Doms friends just walked into our living room asking if I could pee in a cup for his probation officer HAHAHA
818262976587145216,2017-01-09 01:07:50,My girlfriend just hosted the red carpet for the Golden Globes while I convinced a 40 year old man to get lip injections #PowerCouple
818232493081915392,2017-01-08 23:06:43,Imagine Jet hosting the Golden Globes red carpet HAHAHAH
817494568153161728,2017-01-06 22:14:28,"Every vlog I too ask myself 

""what will Jason do next?"""
817241347509751810,2017-01-06 05:28:15,@lizakoshy Which one am I? Can I be the plate?
817216929559506944,2017-01-06 03:51:13,A random person texted me and I think I ruined a friendship https://t.co/ejG2954JM9
